Children,Age,Outage_sec_perweek,OnlineSecurity,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None
2,40,6.566112,1,187.4673,2796.815399,0,0,0,0
3,57,10.55112,0,137.4392,1103.759867,0,1,1,0
0,85,10.29117,0,220.1185,6128.760704,0,0,1,0
3,26,11.65276,0,134.9509,4561.48499,1,0,1,0
4,42,7.976555,1,184.9785,4625.174903,0,0,1,0
4,77,8.711448,1,217.4702,943.0894026,0,0,1,0
1,76,10.9073,0,172.4705,5777.009445,0,0,0,0
1,56,12.53408,0,162.447,5582.846082,1,0,0,0
6,74,9.909877,0,79.97886,436.2644992,0,0,0,1
1,49,12.89979,0,104.9781,4879.170769,1,0,0,0
1,42,11.87073,1,169.9741,1279.680473,0,1,1,0
1,61,5.982889,0,137.4392,6016.376448,0,1,1,0
2,34,11.88831901,0,172.457857,1035.02733,0,1,1,0
1,46,11.27511,0,112.4551,4529.292662,0,0,1,0
1,35,8.792014962,1,245.145743,1896.10656,0,0,1,0
0,46,11.13605,0,162.447,1525.81124,0,1,0,0
1,75,12.01013,0,137.4872,3432.332098,0,1,1,0
5,62,8.430997077,0,287.642733,1277.1051,1,0,1,0
1,44,11.43322,0,117.4392,1381.204928,0,1,0,0
0,81,10.7882,0,164.967,965.4344564,0,0,0,0
1,84,6.796972,1,197.4702,1574.095143,0,0,0,0
1,62,9.414574,0,162.4608,6135.9085,1,0,0,0
1,49,8.697285,1,94.97283,4753.29229,0,0,0,0
6,79,13.3254,0,104.9643,4263.127961,0,0,0,0
0,57,11.67791,0,210.1051,1915.881708,0,1,0,0
4,63,14.8463,1,164.9853,1245.217129,1,0,0,0
0,22,11.08657399,0,144.960655,545.1832765,0,1,1,0
2,19,4.623316,0,104.9629,6039.270111,0,0,0,1
1,56,10.55058,1,222.65,6041.694748,0,1,1,0
4,20,10.35591,0,200.1185,1376.444987,0,1,0,0
2,56,15.08558131,0,232.637807,2138.661668,0,1,0,0
2,38,5.367668,0,182.447,833.2996999,0,0,1,0
1,78,8.327232,1,177.4876,948.6927365,0,1,0,0
3,25,15.01046,1,162.4827,1269.863425,0,0,1,0
1,26,9.162568,0,159.965,3999.505021,0,1,1,0
4,43,8.080637,0,137.4616,1099.38854,0,1,0,1
10,68,6.6769165,0,172.456745,1179.782483,0,0,0,0
2,22,8.116704,0,275.1336,5005.571485,0,1,1,0
5,80,7.75187,1,94.97283,4734.546819,1,0,0,0
0,37,9.946962,0,227.4754,856.9298283,0,0,1,0
7,65,9.604665557,0,149.948316,767.8506996,0,1,1,0
1,30,10.78449,0,169.9447,5573.580119,1,0,1,0
1,60,7.614454,0,245.147,1760.757293,1,0,0,0
0,80,8.46938,0,174.9699,5777.025623,0,0,0,0
1,49,7.332892,1,152.509,6081.602554,0,0,0,1
4,76,13.94776,0,255.1198,6640.554732,0,1,0,0
4,56,6.628418,0,127.4421,5329.246171,0,0,0,0
1,33,12.48501,1,184.9785,6139.778068,0,1,1,0
3,77,8.895333,0,207.6094,628.1057927,0,0,1,0
0,24,11.5956,1,174.9744,1268.042248,0,0,0,0
0,40,13.11179,1,187.4673,6092.611808,1,0,0,0
1,28,12.70658,0,79.97886,5602.847861,0,1,0,1
4,19,11.99276,0,275.1336,1418.914101,0,1,1,0
3,77,15.07977,1,132.4798,6093.659885,0,1,0,0
8,56,15.74015572,0,220.132293,1719.173387,0,0,1,0
1,35,15.56284947,1,154.975543,1258.06366,1,0,0,0
2,63,11.17093,0,202.4433,5817.135191,0,0,1,0
1,64,11.78195,0,220.1323,713.7053321,1,0,1,0
4,26,9.649624,1,212.6695,1391.330245,0,0,0,1
4,87,10.67666,0,147.4564,1732.048832,0,0,0,0
3,42,6.824295,0,159.9349,5547.914544,0,0,1,0
0,48,10.85729,0,114.9509,6259.287322,0,0,0,0
1,51,5.306158,0,92.45514,1966.502807,0,0,0,0
1,87,4.806157,1,187.4974,2429.379449,0,1,0,0
4,84,11.80989,0,194.9525,6277.155334,0,1,0,0
0,34,7.738373361,0,134.950905,1114.020282,0,0,1,0
0,80,7.581507,1,245.1283,2335.858768,0,1,0,0
4,63,8.267266,0,169.9447,4129.91655,0,0,1,0
0,27,8.667871777,1,127.511223,1114.016493,0,0,0,1
1,79,11.77757,1,222.6326,6069.414411,0,1,0,0
1,64,8.8901,0,214.9525,5227.515273,0,0,1,0
1,34,7.859430948,0,192.456745,1398.114035,0,0,1,0
1,84,7.338928,0,139.9678,5797.443843,0,0,0,1
4,77,12.35944,0,172.4705,6414.916465,0,1,0,0
2,62,11.06361355,0,172.44408,1562.32774,0,0,1,0
2,75,4.827944,0,159.9794,1170.945568,0,1,0,0
0,45,15.11505,1,245.1457,5887.870657,0,0,1,0
5,76,5.147134775,0,124.964303,580.5443061,1,0,1,0
1,86,10.28547,1,107.4958,912.2540105,1,0,0,0
3,62,11.06909,0,210.1518,3749.327724,0,0,0,1
3,86,9.999709,0,220.1185,5322.673552,0,0,1,0
1,60,5.939411,0,204.9634,782.2940277,0,0,1,0
4,39,10.93233,0,242.6106,2038.559634,0,0,0,0
8,19,11.55236,0,159.9476,6169.677579,1,0,0,0
3,80,12.38166,0,184.9496,5011.208685,0,1,0,0
0,28,9.472208,0,202.4433,1438.364422,0,0,1,0
4,78,9.050694,0,162.447,5431.15051,0,1,0,0
1,40,14.22619,0,169.9378,5050.910171,0,0,1,0
2,31,8.426883,0,242.6143,1763.825951,0,0,1,0
3,30,10.40897,0,137.4392,5748.685143,0,1,1,0
2,20,10.64008,0,242.6281,5896.135561,0,0,1,0
1,46,8.063885304,0,245.146969,1502.677072,0,0,0,0
2,23,10.01972,0,92.45514,1923.285458,0,1,0,0
1,45,7.552561,0,182.4433,5510.746113,0,0,0,0
3,75,18.1762,0,192.4705,5277.177679,0,0,1,0
4,26,15.36682,1,107.482,1383.139451,0,0,0,0
0,67,14.20174,0,169.9447,4422.020076,0,1,1,0
7,23,8.891296,1,212.6695,6093.079399,0,1,0,1
1,19,4.271704,0,240.1149,1010.521133,0,0,1,0
3,78,11.46998,1,162.4653,6442.923528,0,1,0,0
3,49,4.131287,1,154.9919,1515.049953,0,0,0,0
3,66,10.16394,0,194.9525,1402.943949,0,0,0,0
2,54,17.83372,0,144.9607,5877.690105,0,0,1,0
2,68,11.19425,1,174.9744,1436.32927,0,0,0,0
0,76,10.52545349,0,159.964152,765.8624235,0,0,0,1
1,48,8.578558,0,162.447,2206.253895,1,0,0,0
3,64,5.523528,0,200.1323,1246.012987,1,0,0,0
3,48,7.56029,1,115.0021,5481.191737,0,0,0,1
3,37,8.291987,0,157.4698,5209.85908,0,1,1,0
1,85,10.46147,0,197.4725,5991.256643,1,0,0,0
0,33,7.041544,0,179.9476,581.3197743,1,0,1,0
3,57,10.12587,0,184.967,3495.239613,0,0,1,0
7,30,11.14381,1,202.6829,1711.417233,0,1,0,1
4,35,8.717398286,0,167.456419,570.7344969,1,0,1,0
2,75,9.045984,0,187.6094,5983.767972,0,0,0,0
2,55,6.458755,1,222.6654,1014.955092,0,0,0,1
3,41,6.015014,0,147.4421,707.2606071,0,0,1,0
1,39,5.640345,0,172.4705,5450.025503,0,0,0,0
2,63,7.903037,0,147.4601,4424.978903,0,0,1,0
2,66,14.79521,0,169.9378,6038.193062,0,0,1,0
1,39,10.62755,1,210.1563,5230.495459,0,0,0,1
1,74,12.63304,1,222.65,729.4156023,0,0,1,0
3,43,9.411937,1,119.9568,5469.097733,0,0,0,0
0,18,11.75171,0,104.9781,1738.801627,0,0,0,0
2,24,6.88069,0,210.1051,6096.201472,0,0,0,0
1,41,11.00657,1,174.9581,2175.607761,0,0,0,0
0,56,5.920285,0,242.6143,3937.196959,0,0,1,0
0,52,14.7789,0,235.1372,1450.54664,0,1,0,0
0,48,9.864571407,0,149.937833,1207.740526,0,0,0,0
4,49,10.22148,0,207.6094,773.1936845,0,0,1,0
3,84,9.454309,1,104.9923,3784.619457,0,0,0,1
0,31,10.31058,1,242.6326,5123.028136,0,0,1,0
1,80,17.5602198,0,160.01224,1008.639416,1,0,0,1
0,79,13.06288,1,132.466,6261.419372,1,0,0,0
3,24,11.49192,0,192.4885,2063.282237,1,0,1,0
2,42,7.809647,1,212.6228,5301.26466,0,0,0,0
0,34,8.188496,1,235.1555,6655.926837,0,1,0,0
0,38,9.613071,0,124.9781,3650.098328,0,1,1,0
1,24,7.793657,0,252.6378,4962.803058,0,1,1,0
0,72,11.41187,0,149.9707,797.0949032,0,1,0,1
3,46,11.21221327,0,127.458638,1034.285556,0,0,0,1
1,43,7.335113752,1,149.959755,1732.013844,0,0,1,0
0,48,11.65895,0,167.4564,4647.66648,1,0,1,0
0,20,7.74031,1,152.4798,6161.795039,0,0,1,0
3,37,9.767021,0,242.6143,995.5630984,0,0,1,0
0,88,9.281327,0,220.1185,4194.186085,0,0,1,0
1,55,4.923971,1,219.9902,5431.357184,0,0,1,0
1,78,4.990463,1,107.482,1057.31153,1,0,0,0
2,81,9.034045,1,152.4798,5730.023775,1,0,1,0
1,56,8.723478,0,169.9447,4217.907706,0,0,1,0
4,37,8.156206,1,172.5104,769.9868737,1,0,1,0
0,34,6.536106461,0,162.471255,507.3968121,0,0,1,0
1,45,12.54222267,1,212.622804,2867.22601,0,0,0,0
1,75,11.59798,0,117.4858,5748.365703,0,1,0,1
1,30,11.25272,0,242.6143,4647.63715,1,0,1,0
0,45,4.76345,0,104.9781,1145.946987,0,0,0,0
0,46,11.71392,1,265.1283,6091.064644,1,0,1,0
0,81,6.158194,0,117.4858,1437.800807,0,0,0,1
1,31,6.931765,0,262.6106,1053.191872,0,0,1,0
7,23,13.357551,0,192.470522,900.4043765,0,0,1,0
1,40,6.238718,0,149.9447,5878.97721,0,0,0,0
1,31,10.77811,1,162.4818,1364.913066,0,1,0,1
0,63,8.97627,1,162.4982,978.4083285,0,0,0,1
2,38,4.771959745,1,182.465269,1469.359942,0,0,1,0
5,45,5.692916,0,204.9634,903.733212,0,0,1,0
4,58,12.23929,1,129.9926,4409.527019,0,0,0,1
0,48,11.11756812,0,200.132293,1755.645123,0,0,0,0
0,55,10.18997,0,104.9643,764.4832553,0,0,0,0
1,70,13.03330701,1,194.988208,971.7404705,0,0,1,0
5,60,9.998484,0,240.1149,6376.238465,0,0,1,0
2,43,10.72976,0,220.1185,1280.600763,0,0,1,0
2,19,9.523802161,0,232.641455,1111.571623,0,0,1,0
0,40,8.191967,0,212.6415,1717.407155,1,0,0,0
0,48,16.97035,0,197.6288,6098.13029,0,1,0,1
6,85,11.63652,0,159.9349,5436.403424,0,0,1,0
2,49,7.721097,0,210.1518,5566.284588,0,1,0,1
2,19,6.921566,0,79.97886,4798.898882,1,0,0,1
9,57,12.05686,0,152.4441,6591.238553,0,0,0,0
0,44,12.69031,1,144.9889,6565.394972,0,0,0,0
0,23,11.47612243,0,137.461553,992.3896521,0,0,0,1
0,60,15.63302492,1,152.479779,2552.12106,1,0,1,0
1,82,8.102739551,1,222.632554,2294.265591,0,0,0,0
1,53,17.14776,1,190.1737,5936.67376,0,0,0,1
0,37,10.61878,0,207.6094,804.7021179,0,0,1,0
1,80,13.62253111,0,179.979358,587.1708313,0,0,1,0
1,18,11.72310409,0,147.442069,1727.882293,0,0,1,0
0,78,13.14435,1,219.9902,4582.182243,1,0,1,0
2,69,12.98864,0,162.4608,5921.944651,0,0,0,0
1,23,6.146386,0,105.011,686.2608911,0,1,0,1
1,51,10.73901,0,230.1051,1670.352435,0,0,1,0
0,78,12.32023424,0,204.963371,509.1865112,0,0,1,0
1,57,10.0785,0,149.9913,6017.868507,0,0,0,1
7,80,14.51717,0,210.1051,5186.100622,0,1,0,0
1,63,8.829607,1,207.4811,5351.338273,0,0,1,0
1,85,9.636285,0,142.4713,1569.873827,1,0,0,0
8,60,10.19137,0,204.9797,1412.381474,0,0,1,0
3,23,16.28343,1,197.4876,5979.686067,0,0,1,0
1,53,14.57549,0,222.6143,1494.533376,1,0,0,0
5,60,3.340943,0,149.9378,4969.700877,1,0,0,0
1,53,4.529978,0,124.9781,5268.837296,0,0,1,0
4,33,9.419488,1,267.6647,6162.045297,0,1,1,0
1,50,8.94767,0,139.983,5475.340643,0,0,0,0
1,49,8.73353,0,102.4746,655.1704765,0,1,0,1
4,56,9.360835,0,162.4538,6262.462856,0,0,0,0
0,78,8.818958,1,120.0035,1973.92172,0,1,0,1
1,89,12.13849,1,115.0021,5762.602883,0,0,0,1
2,84,13.31206,1,172.4848,5311.784514,1,0,0,1
2,79,12.15027,1,222.6792,6522.842043,0,1,0,1
4,59,11.3974,0,197.6288,4927.749239,0,1,0,1
3,32,8.820492,0,92.48802,5864.530305,0,0,0,1
8,24,7.048179,1,174.9755,5634.80523,1,0,1,0
5,77,5.432771,0,172.4871,1178.372362,0,0,0,1
0,75,10.9973,1,225.1457,1340.927976,0,1,0,0
2,76,16.30443,1,202.6362,6603.944194,0,0,0,0
0,86,8.412486,1,142.5007,733.0142637,1,0,0,0
2,54,10.77214,1,164.9853,6656.287,1,0,0,0
1,20,11.82876,1,152.4624,6507.865826,0,0,0,0
0,23,7.733514,1,162.5119,4924.466653,1,0,0,1
1,39,8.6548926,1,129.959755,1093.673208,0,0,0,0
1,24,4.190636,0,192.4885,6243.997319,1,0,1,0
3,43,12.86713,0,192.4705,807.7008528,0,0,1,0
0,28,4.705946,0,204.9634,1835.681416,0,1,1,0
1,47,9.346134,0,127.4738,6450.493796,0,1,0,0
3,18,12.964,0,127.4601,917.5571323,0,0,0,0
0,22,15.69873,0,182.4538,4082.913084,0,0,1,0
0,19,5.10323,1,174.9618,6399.072403,0,0,1,0
2,84,11.43191,1,127.4783,6282.781525,0,0,0,0
0,88,12.11561244,0,169.937833,1960.019242,0,0,1,0
3,37,7.883046,0,210.1518,6557.61015,0,0,0,1
4,71,8.265002035,1,120.004928,1885.939118,0,0,0,0
1,19,10.83731,0,114.9976,4994.314339,0,0,0,1
0,38,12.87371,0,242.6435,6121.654756,1,0,0,1
3,33,10.38794,1,174.991,1806.936325,0,0,0,1
2,80,13.25797,0,232.6707,1045.919275,0,1,0,1
0,33,8.866215,0,172.4567,5735.541215,0,0,0,0
5,27,9.694498267,0,169.937833,1870.659833,0,0,1,0
1,75,8.470105611,0,159.983006,990.747598,1,0,1,0
0,19,12.67875,0,104.9629,5843.309069,0,0,0,1
1,72,10.06669,1,162.4689,4489.316917,0,1,1,0
5,57,13.0675,0,127.4586,2098.351216,0,0,0,1
3,45,8.034529,0,192.4404,1129.471568,1,0,1,0
1,43,7.423384386,0,157.469817,921.1401066,1,0,1,0
3,56,7.935437,0,147.4564,5653.372513,1,0,0,0
4,27,11.40089,1,187.4847,6263.757352,0,0,1,0
0,32,17.74402,0,210.1051,2230.867361,0,0,0,0
1,25,15.10873,0,159.9349,5576.065751,0,0,1,0
0,26,13.25969872,0,139.9678,1754.601627,0,0,0,1
1,48,11.30421466,0,192.470522,888.6517305,0,1,1,0
1,41,8.477589,1,184.961,5517.899709,0,1,0,0
3,81,6.998489346,0,204.979684,1558.309095,0,0,1,0
2,44,8.497025,1,129.9778,6490.921609,0,0,0,0
1,84,11.72749,1,184.9715,4431.737277,0,0,1,0
3,60,12.92019,1,169.9741,4544.638415,0,1,1,0
2,69,9.363038,0,184.9963,5957.422915,0,0,0,1
1,84,8.113794,0,192.4885,5659.937572,0,0,1,0
0,35,10.21228,1,197.4945,1484.886328,0,0,1,0
0,65,8.70624,1,182.4653,910.135775,0,1,1,0
3,66,4.146676,0,200.1652,5175.601342,1,0,0,1
0,43,14.87070352,1,184.993915,1116.825249,1,0,0,1
2,83,14.4014,0,157.4698,2013.177858,0,1,1,0
2,59,8.790502,1,162.4818,5821.56031,0,0,0,1
0,81,11.14827,0,202.4433,1988.072662,0,0,1,0
0,83,11.06959212,1,129.976324,955.0876357,1,0,0,1
0,79,8.042299,0,192.4885,776.2140464,0,0,1,0
1,41,6.304843,1,255.1417,6140.647609,0,0,1,0
2,38,16.6785,0,187.656,5975.229801,0,1,0,1
1,61,12.03334,0,214.9663,4276.019791,1,0,1,0
0,87,8.951709,0,210.1051,6524.465811,0,0,0,0
0,54,6.186245,0,137.4698,6114.267462,1,0,0,0
1,28,9.016916,1,152.5104,976.4774375,0,0,0,0
3,20,8.591792,0,169.9447,782.5670721,0,1,1,0
7,68,12.2246,0,252.6378,977.9075314,0,0,1,0
2,56,6.34319,0,217.4725,6289.621165,1,0,1,0
0,84,8.757386,0,147.4893,6001.860392,0,0,0,1
2,86,13.64304,0,204.9496,5477.999845,0,0,1,0
1,46,8.918474,0,127.4586,971.0087147,0,1,0,1
0,77,8.042615,1,162.497,6199.518144,0,1,0,0
1,73,11.54034,1,167.4847,5362.598684,0,1,0,0
1,31,11.5963,0,104.9781,1478.755528,0,0,0,0
1,41,11.64449,0,174.9699,4553.786746,0,0,0,0
0,68,14.91100172,0,162.471255,863.0820861,0,0,1,0
3,78,7.698265,0,222.6281,5722.608267,1,0,0,0
2,56,14.60903837,0,172.473314,1436.793746,0,0,0,1
4,34,9.649844,1,162.4653,6839.025934,0,0,0,0
3,19,4.41554,0,207.6094,1472.144905,0,0,1,0
8,77,9.659487,0,139.9349,6020.277207,0,0,0,0
0,27,10.31019,0,144.9607,5906.432884,1,0,1,0
1,23,9.205984,1,174.9919,974.4325376,1,0,1,0
2,69,5.29024,1,149.9598,2534.437264,0,1,1,0
1,67,9.457734,1,235.1591,6217.645459,0,0,1,0
3,18,10.09739,0,124.9607,886.9184762,0,1,0,0
0,38,11.89774,1,245.1283,2177.704307,0,1,0,0
2,49,5.739005915,1,117.468591,1312.874964,0,0,0,0
2,41,11.79444395,0,275.133571,1615.418802,0,1,1,0
1,46,10.19981,1,95.00571,5564.666753,1,0,0,1
0,32,8.925549447,0,117.472036,476.2957809,0,0,0,1
1,82,8.933365,1,152.509,1599.244733,0,0,0,1
0,28,18.19254,1,162.4526,1287.535911,0,1,1,0
2,22,7.701754,0,182.4433,2329.310551,1,0,0,0
3,56,10.88425,0,149.9447,1288.736573,1,0,0,0
0,58,3.484308,1,147.4783,3951.955674,0,0,1,0
1,53,14.48109,0,242.6143,1369.012136,1,0,1,0
5,86,7.009923,0,152.4441,4123.921101,0,1,0,0
1,55,8.332958,0,117.4858,4185.014737,0,1,0,1
0,40,10.52187,0,275.1336,5429.870356,0,1,1,0
9,64,14.96457,0,187.6094,6806.914428,1,0,0,0
7,84,9.054731,1,162.5007,5608.639508,1,0,1,0
0,41,7.975836,0,192.4404,625.8895244,0,0,1,0
1,68,9.295219,0,169.9378,5335.845074,0,0,1,0
0,18,12.13559132,1,197.48762,838.8374504,1,0,1,0
1,22,15.04329,0,147.4421,6061.485299,0,0,1,0
3,27,10.48875,0,114.9509,4707.304977,0,0,0,0
5,82,4.163266,0,144.9607,4465.086574,0,0,1,0
4,44,15.15798,1,120.0035,717.7031752,1,0,0,1
4,84,13.93978,0,194.9699,4164.277154,0,0,1,0
1,27,5.57327,0,230.1051,1332.732935,0,1,1,0
1,77,8.6347,1,104.9923,3692.139265,0,1,0,1
1,52,7.432898,0,137.4616,4829.62672,0,0,0,1
1,58,10.99838,0,114.9976,5726.103148,0,0,0,1
2,67,17.94420077,0,192.470522,507.8003206,0,0,1,0
3,25,9.592787,1,197.4945,5949.914693,0,0,1,0
1,74,10.78419,0,149.9776,5616.608151,0,1,0,1
5,67,10.53982,1,117.5152,5970.386278,0,0,0,1
2,62,12.2106,0,139.9512,5808.356444,0,1,0,0
0,49,11.36428,1,174.9744,4798.910859,0,0,0,0
10,31,10.28906,1,209.9931,6413.177133,1,0,0,0
2,76,15.17959,0,232.6707,6134.954553,0,1,0,1
4,85,4.336065,0,160.0122,678.2091311,1,0,0,1
4,66,4.12754,0,162.4538,5473.238444,1,0,0,0
0,42,14.32421,0,129.9483,4571.667787,0,0,0,0
0,50,11.87438,0,159.965,5739.420369,0,1,1,0
4,32,7.390473,0,220.1185,2157.669912,1,0,1,0
1,58,10.91594785,0,129.962093,1840.628269,1,0,0,0
0,63,12.69971233,0,139.965008,1919.921479,1,0,0,0
0,47,9.267577,0,207.6386,739.280489,0,0,0,1
4,79,7.044096971,1,245.145743,1201.484293,0,0,1,0
1,73,8.759467,0,169.9378,5802.915462,0,1,1,0
4,71,6.397555,1,172.4555,5398.88963,1,0,1,0
4,65,7.397173,1,149.989,1833.860705,0,0,0,1
6,21,8.054444,1,265.1283,6714.393196,0,0,1,0
0,57,11.26407,0,114.9509,4747.251504,0,1,0,0
2,37,6.720424,0,147.4421,5837.517911,0,0,1,0
6,37,13.24338,1,174.9744,2451.995707,0,0,0,0
2,41,8.627473352,1,245.131966,1128.690355,1,0,1,0
2,72,9.540415,1,127.4783,6037.450539,0,1,0,0
0,49,11.00613,0,127.4601,4486.430136,0,0,0,0
7,53,11.38306511,0,172.457857,1091.10126,0,1,1,0
1,74,12.01473007,0,187.656013,711.7404846,1,0,0,1
0,77,5.954961,0,220.1149,6035.974102,0,0,0,0
2,82,10.67669456,0,129.962093,1086.92093,0,0,0,0
2,21,6.529769,0,192.4404,5808.222175,0,0,1,0
3,86,12.20196178,1,150.020764,529.9370637,1,0,0,1
1,69,5.864437,0,152.4579,1814.711402,0,0,0,0
0,81,8.543534,0,129.995,5265.014414,0,1,0,1
2,18,6.244769,0,92.5018,1294.950837,0,0,0,1
1,60,8.670379621,0,159.994242,906.7867988,0,0,0,1
7,18,7.883202,1,127.4958,6202.049385,0,0,1,0
4,65,8.816743,0,169.9378,5767.740142,0,0,1,0
3,50,13.27635,0,184.9963,6232.28589,0,0,0,1
1,51,8.174495258,1,152.502178,590.7765801,0,0,0,1
1,53,12.60495,0,129.9621,5102.051113,0,1,0,0
1,20,7.246368,0,194.9992,4871.832686,0,1,0,1
0,39,8.718083,0,204.9634,4866.729815,0,1,1,0
1,36,10.50405,1,235.1417,6572.882898,0,1,0,0
1,39,11.10415291,1,159.987503,803.3925622,0,0,1,0
4,43,14.26456,0,139.9512,1627.959422,0,1,0,0
2,26,6.075894,0,242.6106,6191.579895,0,0,0,0
2,76,9.738467,0,114.9509,5269.166004,1,0,0,0
2,86,7.195648,0,230.1051,5968.666511,0,1,1,0
4,41,8.006363,0,175.1331,3851.447958,1,0,0,1
2,63,9.524691,1,190.127,1671.330908,0,0,0,0
1,40,13.19852,0,182.4433,6532.644086,1,0,0,0
0,81,2.516745112,1,95.019486,876.3492188,1,0,0,1
1,58,13.55541,0,242.6106,6751.757527,0,1,0,0
0,42,12.4703522,0,255.133571,3309.919373,0,0,0,0
7,89,9.918598,0,124.9607,3807.283723,0,1,0,0
0,79,9.550056,0,124.9643,5231.543507,0,1,1,0
5,46,5.415772,0,149.9447,1973.622689,0,1,0,0
0,58,9.933942,0,192.4567,5679.413102,0,0,1,0
2,44,8.754248,1,147.4783,558.9941784,0,0,1,0
1,56,9.523934,0,124.9643,5448.851036,0,1,1,0
2,63,12.19485,1,177.6508,4774.105626,0,0,0,1
1,65,7.251198724,0,114.983787,980.9935923,0,0,0,1
2,35,10.76049,1,200.1465,5390.230602,0,1,0,1
4,46,12.2946551,1,127.511223,885.546457,1,0,0,1
1,77,11.10109124,0,147.503078,1824.510182,0,1,0,1
9,27,9.747473,1,255.1417,5453.849281,0,0,1,0
2,52,6.886832,1,95.01949,1140.676882,0,0,0,1
0,73,11.31172944,0,129.962093,2256.776479,1,0,0,0
2,31,4.63584,0,194.9663,1183.751805,1,0,0,0
3,41,10.83099,1,162.4827,4402.52349,0,0,1,0
2,73,9.346761,0,192.4885,5250.358878,0,0,1,0
4,73,10.35534,0,212.6415,1402.733623,0,0,0,0
4,74,9.581508542,1,207.49737,922.1362066,1,0,1,0
0,22,12.16211,0,147.4713,1259.837146,0,0,0,1
3,81,8.759756787,0,124.97808,297.4433143,1,0,1,0
0,70,7.980028,1,144.9889,1685.65475,0,0,0,0
0,89,10.19738,0,162.4713,5161.466055,0,1,1,0
1,25,13.18785324,1,150.006987,534.5843758,0,1,0,1
0,37,5.15128,0,172.4441,6101.79747,0,0,1,0
0,42,13.27497,0,134.9509,4796.917237,0,0,1,0
0,72,17.59522,0,149.9378,6081.603462,0,0,0,0
0,48,5.114025367,0,182.467607,927.9297296,0,0,1,0
0,65,12.1649,1,119.9568,4934.319062,0,0,0,0
3,41,9.642119,0,79.97886,5831.541202,0,0,0,1
2,21,15.50087,0,262.6106,1658.673224,0,0,1,0
1,66,16.03275,0,92.5018,3739.86651,0,0,0,1
7,82,9.071716,1,210.127,973.9939163,0,0,1,0
3,88,10.45406,0,149.9845,4296.188726,0,1,0,1
1,46,3.957036,1,172.5104,4439.411899,0,1,1,0
0,73,7.184528,1,197.4876,5216.298758,0,1,1,0
1,68,13.88825,0,192.4404,5590.205755,0,0,1,0
3,87,9.696417,0,129.9621,5171.93181,0,1,0,0
0,84,8.685498,0,159.9794,5055.502095,0,0,0,0
1,60,9.242340847,0,137.483594,995.1098617,1,0,0,0
5,81,4.628556,1,149.989,670.3465702,0,1,0,1
0,63,4.272572,1,129.9598,1185.421568,0,1,0,0
5,72,9.180051,0,102.4746,4859.940299,1,0,0,1
1,37,8.517013,1,165.0182,4423.213665,1,0,0,1
3,51,14.02417,0,287.6427,6462.269067,0,0,1,0
3,77,5.93514,1,117.4686,1235.844622,0,1,0,0
3,63,6.336278,0,197.6288,974.6526364,1,0,0,1
1,39,10.43502,1,177.6508,6319.297112,1,0,0,1
1,25,10.79749,0,129.9621,5075.832913,0,1,0,0
1,55,11.57025,1,127.525,4355.447904,1,0,0,1
2,71,9.7017,1,245.1457,5829.643329,0,1,1,0
8,58,6.912239,0,124.9781,484.8655509,0,0,1,0
0,32,10.68049,0,142.4713,2698.307074,0,0,0,0
1,59,6.223741222,1,127.481989,1997.134556,1,0,1,0
0,22,9.462909,1,127.4783,6070.299747,0,1,0,0
1,23,5.200129,0,207.6094,763.7190374,0,0,1,0
0,43,10.20451845,0,157.469817,437.8833399,0,0,1,0
0,74,6.978157,0,137.4392,3980.552637,0,0,1,0
3,81,10.94239,0,104.9629,5934.090437,0,1,0,1
2,60,9.509801,0,267.6427,6752.652755,0,0,0,0
1,83,9.946927,0,184.967,4262.753521,0,0,1,0
4,42,14.22446,0,134.9801,4387.374407,0,0,0,1
3,55,12.91539,0,117.4858,5623.802264,1,0,0,1
0,78,13.08501,0,220.1615,5943.037284,0,0,0,1
1,69,11.02449,1,129.9763,5623.819353,1,0,0,1
3,70,7.462184,0,242.6143,1597.444059,1,0,1,0
4,71,8.049521055,1,160.00128,1324.200333,0,1,1,0
0,53,12.99948061,0,137.469817,1536.589816,0,0,0,0
2,26,9.817377,0,147.4601,6104.035524,0,1,1,0
5,37,14.62375,0,157.4698,3610.264679,0,0,1,0
2,89,10.1755,0,262.6106,4222.497317,1,0,1,0
1,72,13.09283,0,240.1149,5292.78252,1,0,1,0
1,44,10.52838,1,139.9568,6127.202373,0,1,1,0
7,21,10.17406,0,127.4738,1242.428824,0,1,0,0
0,73,7.706587,1,242.6326,2280.034122,0,0,1,0
1,55,12.67661786,1,184.978458,927.5974127,0,0,1,0
3,46,6.566714,1,164.9853,1429.709066,0,0,0,0
2,19,12.18916,1,172.4848,1819.640333,0,0,0,1
0,42,15.05851,0,162.4538,3878.380326,0,1,0,0
0,30,10.0151,1,194.9581,5071.720337,0,0,1,0
0,58,12.75929,1,167.4847,6356.486114,0,1,0,0
1,27,6.056073185,1,147.478341,1328.747604,1,0,1,0
0,45,8.920833,1,107.482,1429.357527,0,0,0,0
1,78,7.499925,0,149.9707,427.8088852,0,0,0,1
0,40,9.867683,0,147.4713,4767.934082,0,0,0,1
6,58,4.373591494,0,92.455141,1653.165932,0,0,0,0
1,53,13.82199,1,140.0013,5841.787149,1,0,0,0
