customer_id,children,married,gender,churn,contract,internet_service,phone,multiple_phone,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,source
E820218,No,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,60.0,139.97,WGU
Y956857,Yes,No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Automatic,67.0,287.64,WGU
X631604,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Automatic,63.0,172.46,WGU
N725824,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Automatic,61.0,172.46,WGU
G280682,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,65.0,172.46,WGU
D820703,Yes,No,Female,No,Month-to-month,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,62.0,172.44,WGU
Z469953,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,52.0,149.95,WGU
J850258,Yes,No,Female,No,Month-to-month,None,Yes,No,Yes,No,No,No,Yes,No,Yes,Automatic,63.0,107.48,WGU
P899160,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,64.0,124.98,WGU
A572964,Yes,No,Female,No,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Automatic,61.0,184.96,WGU
M921632,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Automatic,64.0,204.98,WGU
F800672,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Automatic,68.0,152.46,WGU
O366561,Yes,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,55.0,149.96,WGU
S826818,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Automatic,51.0,147.47,WGU
Q611025,Yes,No,Female,No,Month-to-month,None,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,64.0,172.49,WGU
T986176,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,61.0,137.49,WGU
L266982,Yes,No,Female,No,Two year,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,69.0,142.47,WGU
X161386,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Automatic,48.0,207.61,WGU
Q344342,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,72.0,144.96,WGU
Q61554,No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,72.0,182.47,WGU
C655768,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Automatic,59.0,182.47,WGU
D102709,Yes,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Automatic,56.0,119.96,WGU
J637021,Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Mailed Check,58.0,129.95,WGU
I983906,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Automatic,71.0,129.95,WGU
E84336,Yes,Yes,Male,No,One year,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Automatic,64.0,139.93,WGU
G497362,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,69.0,240.11,WGU
A993007,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,63.0,162.45,WGU
D169453,Yes,Yes,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,56.0,242.63,WGU
H738053,Yes,No,Nonbinary,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,57.0,194.98,WGU
M651215,No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,69.0,184.95,WGU
V825307,Yes,No,Male,No,Two year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Automatic,61.0,139.93,WGU
X94562,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Automatic,68.0,139.96,WGU
D26059,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Automatic,55.0,172.47,WGU
S615734,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,71.0,207.47,WGU
S328426,No,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,54.0,157.48,WGU
G214147,Yes,No,Male,No,Month-to-month,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,45.0,177.65,WGU
Y79840,Yes,No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,39.0,235.14,WGU
G428249,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,71.0,179.95,WGU
D171933,Yes,No,Nonbinary,No,One year,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Automatic,63.0,159.95,WGU
X294795,No,No,Male,No,Two year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,65.0,139.93,WGU
W214300,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,66.0,179.95,WGU
S388590,Yes,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,43.0,167.46,WGU
Z404401,No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,69.0,175.13,WGU
L854223,Yes,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,63.0,220.13,WGU
L717330,No,No,Male,No,One year,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,64.0,232.64,WGU
A177150,No,No,Female,Yes,Two year,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Automatic,52.0,275.12,WGU
R279593,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Mailed Check,67.0,124.98,WGU
T74722,No,No,Female,No,One year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,59.0,149.95,WGU
E739674,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Automatic,66.0,172.46,WGU
S904420,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Automatic,53.0,240.11,WGU
P716061,Yes,No,Female,No,Month-to-month,DSL,No,No,No,No,Yes,No,No,Yes,No,Electronic Check,58.0,139.96,WGU
Y596460,Yes,No,Male,No,One year,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,63.0,159.95,WGU
R101286,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Automatic,66.0,124.96,WGU
B967208,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Automatic,52.0,192.44,WGU
D382079,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Automatic,67.0,184.97,WGU
Z20231,Yes,No,Male,No,Two year,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Mailed Check,71.0,152.46,WGU
D260697,Yes,No,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Automatic,62.0,172.46,WGU
Z233220,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,53.0,232.64,WGU
Z525344,Yes,No,Female,No,One year,None,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Mailed Check,56.0,149.99,WGU
W207606,Yes,No,Nonbinary,No,One year,None,Yes,No,No,No,Yes,No,No,No,Yes,Automatic,37.0,92.5,WGU
D483202,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Automatic,71.0,255.16,WGU
Z611625,Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,70.0,162.47,WGU
A759341,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Automatic,36.0,222.65,WGU
P685158,No,No,Female,No,Month-to-month,DSL,No,Yes,No,No,No,Yes,No,No,No,Mailed Check,46.0,137.47,WGU
T856966,No,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Mailed Check,69.0,159.97,WGU
L355969,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,57.0,255.14,WGU
H758978,Yes,No,Male,No,One year,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Yes,Automatic,65.0,149.96,WGU
N861670,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,70.0,169.94,WGU
X167970,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Automatic,62.0,217.48,WGU
S731503,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Automatic,65.0,164.99,WGU
Q713051,No,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Automatic,62.0,262.61,WGU
P948888,Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,55.0,137.47,WGU
Q120783,No,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,62.0,252.64,WGU
J156250,No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,No,No,No,Mailed Check,59.0,149.99,WGU
O45494,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Automatic,60.0,220.13,WGU
M592336,Yes,No,Nonbinary,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,67.0,139.98,WGU
L116051,Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,66.0,222.63,WGU
H416650,Yes,No,Male,No,Two year,None,Yes,No,Yes,Yes,No,No,No,No,No,Automatic,53.0,104.99,WGU
T811107,Yes,No,Male,No,One year,DSL,Yes,No,No,No,Yes,No,No,No,No,Automatic,59.0,104.98,WGU
G99438,Yes,No,Male,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,65.0,187.5,WGU
L368419,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,64.0,159.98,WGU
J997343,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Automatic,40.0,182.47,WGU
M713475,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Automatic,56.0,262.61,WGU
M05287,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,48.0,134.95,WGU
I878181,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,Automatic,62.0,149.95,WGU
T289355,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,50.0,275.13,WGU
H468406,Yes,Yes,Female,No,Two year,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,57.0,114.95,WGU
R983561,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,63.0,262.61,WGU
B788347,Yes,No,Male,No,Two year,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Automatic,60.0,202.65,WGU
M155745,Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,56.0,159.95,WGU
G126132,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,57.0,159.96,WGU
O148559,Yes,No,Female,No,Two year,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Automatic,61.0,175.13,WGU
P326081,No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Automatic,51.0,182.47,WGU
U252601,No,Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,Yes,No,Automatic,56.0,114.97,WGU
F85431,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,68.0,149.97,WGU
X508119,No,No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Automatic,56.0,184.96,WGU
X300173,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,62.0,242.63,WGU
R866150,Yes,No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,46.0,212.67,WGU
J124072,Yes,No,Male,No,Two year,None,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,69.0,220.15,WGU
I398459,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,48.0,242.61,WGU
F747970,Yes,No,Male,No,Two year,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Automatic,71.0,117.49,WGU
Y796163,No,Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Mailed Check,60.0,187.48,WGU
Y704266,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Automatic,68.0,137.49,WGU
U191359,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,No,Electronic Check,65.0,152.47,WGU
U315086,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,67.0,159.95,WGU
C231053,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Automatic,70.0,207.61,WGU
R208839,Yes,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Automatic,63.0,242.61,WGU
L285457,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,72.0,147.44,WGU
B118484,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Automatic,50.0,255.16,WGU
S892465,Yes,No,Female,No,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Electronic Check,53.0,212.64,WGU
S341394,Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,59.0,194.99,WGU
Z342798,Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Automatic,72.0,162.47,WGU
Z840760,Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,65.0,255.13,WGU
Q419416,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Automatic,69.0,232.62,WGU
C405760,No,No,Male,No,One year,None,No,No,No,No,Yes,No,Yes,No,No,Electronic Check,67.0,117.49,WGU
Y594459,No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,63.0,265.13,WGU
Q640899,Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Automatic,59.0,219.99,WGU
F791466,Yes,No,Male,No,Two year,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,49.0,129.98,WGU
R624685,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Automatic,56.0,149.96,WGU
A620815,Yes,Yes,Male,No,Month-to-month,None,Yes,No,Yes,No,No,No,No,Yes,Yes,Automatic,64.0,117.48,WGU
A752269,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,59.0,172.46,WGU
R779327,Yes,No,Female,No,One year,None,No,No,No,No,Yes,Yes,No,No,Yes,Automatic,58.0,105.01,WGU
Y202471,Yes,Yes,Female,No,One year,None,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Mailed Check,59.0,152.5,WGU
P793379,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Electronic Check,41.0,242.61,WGU
Y523332,Yes,No,Male,No,One year,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Automatic,65.0,220.11,WGU
Q676795,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Automatic,65.0,204.96,WGU
Z306637,Yes,No,Female,No,Two year,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,52.0,187.64,WGU
T906392,Yes,No,Male,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Automatic,40.0,149.95,WGU
H17041,Yes,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,59.0,134.95,WGU
O385646,Yes,No,Female,No,Month-to-month,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Automatic,65.0,202.65,WGU
L660316,Yes,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,Yes,No,Yes,No,Mailed Check,71.0,162.45,WGU
Y677034,Yes,Yes,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Automatic,66.0,174.98,WGU
W422563,Yes,No,Female,No,One year,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,58.0,117.49,WGU
J454843,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Automatic,58.0,245.13,WGU
K14851,Yes,No,Female,No,Month-to-month,None,No,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,68.0,187.66,WGU
P99854,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,58.0,255.13,WGU
H383527,Yes,No,Female,No,One year,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Electronic Check,38.0,112.46,WGU
Q491027,Yes,Yes,Female,No,Month-to-month,None,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Automatic,59.0,132.51,WGU
F876097,Yes,No,Female,No,One year,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,62.0,182.49,WGU
U850712,Yes,No,Male,No,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,59.0,127.46,WGU
T657677,Yes,No,Nonbinary,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,60.0,235.14,WGU
C618476,Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,62.0,127.46,WGU
W153623,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,52.0,182.48,WGU
A241767,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,42.0,147.44,WGU
T157142,No,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Automatic,49.0,162.47,WGU
Z36987,No,No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Mailed Check,59.0,230.11,WGU
M319046,No,No,Male,No,Two year,DSL,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,67.0,235.16,WGU
R820189,Yes,No,Female,No,Month-to-month,Fiber Optic,No,No,No,No,No,No,Yes,No,No,Electronic Check,62.0,137.44,WGU
Q32290,No,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Automatic,63.0,177.49,WGU
K785874,Yes,No,Male,No,One year,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Automatic,62.0,140.0,WGU
S710563,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,63.0,127.47,WGU
Q486828,Yes,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Electronic Check,65.0,140.0,WGU
W119098,Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,58.0,117.47,WGU
L752472,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,58.0,159.96,WGU
B507028,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Mailed Check,59.0,149.96,WGU
D395665,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Automatic,63.0,217.47,WGU
X756732,No,Yes,Female,No,One year,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,45.0,212.62,WGU
A651960,Yes,No,Male,No,Month-to-month,None,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Electronic Check,59.0,150.02,WGU
X163742,No,No,Female,No,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Automatic,64.0,207.61,WGU
H699311,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,63.0,137.47,WGU
V226103,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Mailed Check,66.0,172.44,WGU
R352582,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Automatic,47.0,137.44,WGU
D252802,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,69.0,204.98,WGU
R19302,Yes,No,Male,No,Two year,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,61.0,182.45,WGU
P107939,Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,72.0,214.97,WGU
C700655,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,59.0,112.46,WGU
O66480,Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,57.0,167.48,WGU
L697372,Yes,No,Male,No,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Automatic,49.0,152.51,WGU
I362734,No,No,Female,No,One year,None,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,66.0,172.49,WGU
W541383,Yes,No,Female,No,Month-to-month,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,64.0,222.64,WGU
N505155,No,Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Electronic Check,52.0,174.99,WGU
D698621,No,No,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,69.0,159.96,WGU
P564059,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Mailed Check,67.0,179.97,WGU
A466183,Yes,No,Female,No,Two year,None,Yes,No,Yes,No,No,No,Yes,No,No,Electronic Check,46.0,107.48,WGU
S69773,Yes,No,Female,No,Two year,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Automatic,56.0,149.94,WGU
W456654,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,67.0,207.61,WGU
K600433,No,No,Male,No,Two year,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,71.0,139.97,WGU
X342483,No,No,Male,No,Two year,None,Yes,No,Yes,No,No,Yes,No,Yes,No,Mailed Check,72.0,129.99,WGU
S161309,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,56.0,184.99,WGU
Q817387,Yes,No,Male,No,One year,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,63.0,200.12,WGU
B63345,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Automatic,69.0,117.44,WGU
A748930,Yes,No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Electronic Check,65.0,162.5,WGU
T459015,No,No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Automatic,66.0,142.5,WGU
F652541,No,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,48.0,184.97,WGU
S390033,Yes,No,Male,No,One year,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,54.0,114.95,WGU
B382760,Yes,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Automatic,66.0,222.65,WGU
Q485812,No,No,Male,No,Two year,None,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,71.0,92.49,WGU
I354960,No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Automatic,59.0,167.46,WGU
I125070,Yes,No,Male,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,58.0,159.99,WGU
D116664,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Automatic,62.0,222.63,WGU
X316139,Yes,No,Male,No,Two year,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Automatic,70.0,242.61,WGU
D679267,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,66.0,124.96,WGU
X147440,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Electronic Check,70.0,184.99,WGU
S337666,Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,55.0,222.65,WGU
